campaign_id,budget
4187,27459.646
23675,9931.873
17028,777.39435
35354,20685.34
27985,6996.171
14478,50274.656
22637,9459.633
13437,4573.147
11681,7385.1094
21947,3196.5042
27191,9047.063
6030,12857.605
20910,148113.53
106,5870.22
27166,9561.67
12837,11434.111
35222,7760.502
9368,16001.916
605,8355.521
8241,9677.126
284,1647.2073
30669,2308.7256
31845,2923.3054
18025,91429.81
9337,5183.3013
34798,10468.693
24665,27668.355
989,6249.5156
16934,1504.1106
9787,10468.619
6971,13600.919
36860,2798.4973
30800,9092.234
9201,6374.8813
15934,11612.239
1092,6352.183
25560,31766.842
23807,9672.243
12027,9559.475
22179,8952.75
13911,15578.256
36764,7877.3604
31585,11428.811
17069,4963.664
17362,1837.5807
370,36573.23
25702,3518.2075
7528,10785.113
20977,10003.048
391,3352.485
5823,9868.144
9205,9572.202
17667,6763.637
10317,6885.0137
31383,7929.869
4631,2230.9617
14916,1539.9998
14587,9895.561
22634,2798.4973
935,9822.479
20986,12367.362
24633,6575.385
6400,70558.19
458,50301.555
5827,5222.7666
30528,5705.0166
24940,61920.23
31470,9652.041
23212,30542.928
4489,1311.6709
2934,14294.7705
5093,9603.045
11065,1504.1106
10673,22901.05
18812,9381.27
22716,19891.031
8088,4613.663
26114,14986.549
3416,86688.62
13601,1634.9601
16748,5631.8667
12502,1637.303
10654,89140.41
762,3073.262
3097,6080.589
117,10864.702
29810,5853.4385
17407,5865.952
23207,8146.051
35755,10937.551
9861,10240.743
250,8139.8994
22444,5390.0254
9150,7845.141
4843,7666.2573
17988,5057.7837
33811,14105.096
32093,148580.0
20170,9522.828
8993,4914.7217
13796,11429.4795
15558,6066.5664
3045,10523.535
4145,1435.7278
29524,9598.683
14165,1868.2648
10892,8130.5605
15305,13732.939
12283,10396.574
18686,10699.18
22204,9671.918
29760,1303.7345
9760,2967.3525
24185,4254.3525
943,22507.518
7041,9042.297
5358,6799.786
4783,34484.332
27813,1062.5237
13895,4125.3013
796,10774.282
27521,2488.1133
341,191963.2
15006,207553.12
33034,7945.4375
19064,5705.0166
54,17578.953
15989,303972.0
31301,8869.976
1647,945.57
22387,8643.399
19513,47996.984
8773,59418.914
18095,11878.619
9103,148570.97
31209,9874.132
21999,20513.125
6961,9207.949
31702,8872.519
35701,10468.619
25986,8159.344
25123,178288.3
8763,10046.902
24729,7550.4194
6198,73805.555
4733,36574.117
23109,11595.256
36450,1608.8976
20652,303668.56
10637,13810.49
526,7846.7886
2209,12618.279
35956,45714.74
29004,7212.514
27172,7975.664
33775,6781.473
8738,38279.316
22247,12150.233
33595,36800.266
35000,10628.057
4387,9843.569
26076,4487.6743
5565,96003.51
33591,7279.797
12785,36645.465
24472,9822.479
15929,15286.722
30756,10659.446
6710,9084.575
28099,14734.6455
23436,13215.488
21222,31209.842
30679,160228.22
110,26093.9
18623,18222.887
18098,11429.4795
33804,13581.344
35141,6816.539
25109,1620.2472
19458,6797.7056
35224,8617.857
34720,3000.2937
25909,8992.25
14515,5851.303
5857,8319.242
446,11812.639
9994,3304.2402
190,8491.942
979,5705.0166
27994,6210.543
36364,8653.17
5071,5112.5166
12594,9381.27
9635,13394.712
601,10880.042
29252,9978.812
17530,7639.5137
11410,14381.025
17918,8651.009
5293,10265.381
12365,9315.0205
12310,1241.626
16136,7035.888
30912,2277.7415
32748,98410.69
10678,908.4988
17978,5624.2324
25223,4811.617
15069,6833.198
20556,12879.35
3744,7992.4224
9259,10694.82
18564,102992.12
8388,6249.5156
23723,38399.24
10203,6842.1074
18960,7139.74
382,11097.842
28773,3129.441
15107,11738.208
32512,12280.559
28889,18227.791
5365,10845.089
29242,11035.673
18799,1307.7305
12859,8921.22
21974,8130.941
27642,9322.934
10185,13926.308
28593,8580.668
8914,5750.491
20235,13524.9375
79,11004.597
32268,2650.9841
6442,5705.0166
29836,57461.47
28965,3328.58
971,10850.673
25224,25149.623
22242,12955.642
35361,9194.606
12894,8888.153
15520,5514.7295
23862,303668.56
23497,6404.8354
17272,6754.1587
19679,2204.2263
30710,11019.594
28794,11598.851
33321,8504.037
10469,4602.8164
12718,13607.712
5844,10507.92
13518,8383.947
34154,50205.305
5922,8901.923
8719,19155.41
2027,3194.097
754,11146.774
27070,13901.179
25768,8208.991
30396,8554.599
23839,6532.204
7938,11706.65
93,9033.369
8226,6249.5156
5320,6196.9614
28038,14613.8125
24422,4727.0522
21537,9442.955
15646,23238.955
36774,7748.067
1499,6479.2007
9848,2098.3574
21165,11595.256
16,10081.951
14896,12972.903
27960,13757.075
4066,36959.06
17411,10771.424
28427,10191.318
18783,5092.7944
29202,12550.635
5715,8065.0723
19011,22870.357
5501,294.0944
8228,16008.398
3347,2360.9285
20512,4584.127
13086,4017.0093
20270,5435.4844
5604,8387.144
3574,5524.6504
34403,12684.816
30130,10952.528
115,7909.9746
35202,5846.9004
4714,8065.0723
8215,27406.2
9391,7026.949
14848,2432.4268
33080,20569.934
15724,6080.589
31088,6084.093
13999,12311.439
23435,121698.72
29239,7128.9395
2646,38450.496
4213,1976.3337
3323,13383.169
24051,9989.516
9987,10188.388
892,6080.589
2340,9256.873
12630,4986.9844
28615,47994.465
35557,13523.519
11343,2680.1619
24566,9103.153
35157,8884.358
22619,10079.265
582,113992.99
19293,4965.0034
26571,34690.92
20317,7447.543
26964,25806.117
10295,8340.902
26885,1504.1106
10369,57140.39
14098,8629.574
25942,9310.807
7049,91428.016
6022,5514.7295
18028,6479.2007
34797,12927.306
26035,1641.8016
12809,15931.596
33232,84725.02
6664,9493.653
23090,68557.05
15565,31977.602
34925,61719.125
21850,10173.641
30757,8181.811
22294,1434.376
5441,5818.9385
3005,13304.017
16583,1875.3479
21475,70674.14
1627,5347.306
720,16010.499
10399,6320.414
10756,17832.582
12416,1596.1609
9507,4570.8335
4544,29713.232
1693,11428.811
29003,12667.782
14729,3113.252
786,4125.3013
23309,8462.523
32830,13768.861
13468,2422.4763
11444,14759.962
7411,9857.942
627,9890.006
36423,2206.088
19184,3971.7927
36836,861.5792
20958,1578.9915
8589,4501.193
25934,2210.2786
31541,4956.2866
25297,9717.343
5980,102861.36
85,11922.55
15728,137141.1
13763,6489.638
6952,6811.2993
31374,4127.665
285,46227.055
30644,8888.212
25464,2799.263
9090,9522.828
26234,838.0958
20825,9652.041
36050,9446.078
12797,2355.2568
1629,1504.1106
13213,9818.574
29064,6811.2295
4514,12883.448
21884,10649.707
5305,15166.921
29884,4570.348
1263,68575.53
7321,3533.7573
35105,1575.2195
36656,7510.4116
21814,5939.5557
36289,1965.9434
23853,6331.5225
1487,5920.25
114,13162.338
31859,6877.3574
20127,1620.2472
30444,11419.354
2103,70666.54
25613,7510.1616
6556,1969.3641
5734,6797.7056
421,3352.485
24363,2163.2747
24768,11529.199
31624,13718.892
14852,2067.3076
7435,10451.0205
15442,300.10544
17217,1357.3104
35537,9241.015
17119,6781.473
17151,4520.6387
31548,9564.123
5420,48106.39
22724,11373.596
28121,8273.817
16279,8940.633
26841,5173.739
27010,8403.513
503,177842.25
10161,8154.58
3244,9033.369
560,7946.144
30029,57143.027
36419,1925.412
20785,5330.8984
23880,11087.4795
6684,12597.125
20544,119174.37
9720,8629.976
21756,50281.93
10028,6354.5303
14239,8146.051
12236,1504.1106
32370,7164.1904
350,9146.198
36674,33973.676
16576,14669.411
13469,8403.513
21010,5151.3677
16230,2155.964
13946,4036.8005
18514,11321.095
20198,7946.991
36670,920.5697
28802,4036.8005
21555,3150.597
8645,12212.923
2638,126811.086
19307,689.46375
30926,1293.3052
36884,1256.9275
34733,6351.594
25535,6710.71
19035,7929.869
33853,10428.863
91,7525.0015
16374,1600.6532
13153,9850.6
301,8401.97
29946,77467.9
6103,7933.426
3185,24154.867
768,8146.051
13767,10624.141
16190,22725.584
19549,10308.908
32283,10476.689
29977,22895.434
12462,9381.27
30549,1504.1106
30822,8947.025
2846,13394.712
33071,4905.66
29370,5881.2666
6719,1637.303
19454,8997.583
12590,7344.7515
36798,6509.376
14950,4131.4507
950,12981.995
7709,1627.1935
3398,8586.96
3014,43429.773
27716,2580.8672
7869,2366.7712
36039,10782.391
29313,59341.902
6385,8544.725
36951,5290.6025
23433,3571.6978
19522,3202.274
17861,9032.549
18133,3073.262
11588,12879.35
10658,10116.912
30281,21034.139
17153,9178.304
24496,25917.291
1013,4671.4106
25819,61714.65
35686,8172.9614
31085,6816.539
34320,105137.766
293,3385.6797
8821,1965.5393
9131,4579.6157
27494,91429.81
30990,9227.17
8438,1257.4874
34766,8132.143
387,235075.81
21749,8992.25
36055,34284.02
14148,11035.673
25182,2059.5437
4231,1435.9429
28302,9005.847
24111,8992.25
2252,3137.6318
10341,15694.729
21747,14063.667
24554,4120.6606
9433,1730.6498
35521,11219.12
13792,7183.311
919,41719.88
19686,5704.989
6176,8992.25
33697,5705.0166
589,8958.811
509,3325.2769
30053,3552.234
31280,10047.138
23614,15739.077
2388,1455.2554
27650,15694.729
33384,11428.811
36128,9381.27
6119,2100.2751
29533,6924.617
15099,6080.589
34502,9567.133
33581,20064.965
18868,11834.721
29903,4055.4724
28876,8616.96
32253,15219.8545
34523,6249.5156
25680,13600.919
619,4963.664
19247,2341.3398
16418,13006.903
27012,15291.434
439,6032.056
12164,4935.346
8606,48002.8
5192,36574.117
35816,15018.575
613,12905.676
33703,91428.016
15092,13792.159
671,11373.596
15660,10465.937
32175,42033.855
23983,19813.832
24347,6846.1353
18127,10047.138
1063,7368.5005
3096,41057.945
13754,6249.5156
15171,11598.642
23637,9978.812
29144,11839.013
32658,27434.592
30183,7929.869
22820,5222.264
17164,5705.0166
2146,2129.2554
5950,9645.894
18272,12856.734
32593,9381.27
11479,8952.75
6544,1304.2223
12687,10786.76
3784,1305.397
19802,13224.917
11825,105240.945
6964,3008.8237
35829,4664.4966
22246,45720.816
27858,1036.162
14815,1504.1106
28906,3105.0862
1081,6101.8594
920,8468.081
31817,8624.834
528,11082.589
26417,107341.516
18767,8208.991
21676,27406.2
14748,7164.1904
10360,7890.0913
9276,29762.527
8446,7409.005
24782,48003.39
27225,2231.8174
28072,5049.93
744,8400.616
8987,11595.244
36187,5217.8457
4153,5330.8984
23163,5705.0166
21133,59294.5
4988,10937.551
20250,1241.626
23684,1253.4343
15372,9421.605
22825,25119.842
13966,73032.79
29942,14624.932
23357,3146.7554
893,9722.025
34062,6304.963
24522,10183.043
30285,3472.1853
14562,10926.934
9085,4680.4487
6841,8678.117
30284,80004.41
16242,5705.0166
13856,7975.664
9666,9381.27
9066,6199.0283
25467,6575.385
13434,7752.59
25952,8172.9614
34921,5443.1123
20903,1635.0671
13276,8813.744
32995,41231.79
28324,7784.862
29499,1321.7308
26687,3571.6978
1272,98259.58
28583,11428.811
28050,34019.426
175,4840.2783
9891,9810.943
2680,61714.65
12489,5347.306
555,10265.381
108,8377.291
24225,15133.418
4115,1504.1106
4625,8460.008
32451,8679.141
32437,1273.2698
25875,8772.639
11602,1206.0358
2558,13339.611
27905,7929.869
21599,8115.702
997,5853.4385
12933,36583.13
25646,1738.1327
28735,2654.631
6180,3163.0007
21227,9324.57
15539,6623.304
680,6842.1074
20011,12963.435
342,54756.387
346,8561.494
5902,11901.267
11498,2665.0027
27753,5288.024
30188,9315.619
21209,1332.7352
6916,4125.3013
22129,48006.656
16914,1504.1106
4252,162285.34
1534,54854.05
3672,3595.6245
16754,3626.389
1389,2387.5427
24912,75429.86
7050,31986.455
5768,13026.987
25693,12550.635
22819,8387.144
17898,2313.2249
911,5057.7837
28021,6586.6934
32231,4371.8696
103,9931.873
26836,3737.4888
35920,10774.282
31151,4784.3545
18461,7344.7515
9801,6993.4556
6026,7410.4717
10704,3287.4023
17552,8659.387
7674,11852.292
35270,22069.723
23616,7385.1094
15072,6701.8926
24327,3532.688
664,14274.305
31620,8678.117
3080,10780.788
19478,9890.006
34303,5492.6235
22544,6080.589
26060,12093.522
8655,1290.6407
34965,9381.27
19289,9121.546
20416,1026.9559
3613,27432.025
35721,10308.908
26323,11321.938
27389,150005.1
22158,11180.123
26879,13118.958
30533,14171.514
9288,7589.534
15186,12022.608
8817,2922.8596
22615,1504.1106
1604,6078.7295
5919,5725.566
14899,9864.226
25216,18268.4
898,9924.307
20303,5049.93
34863,12252.489
13857,9144.446
28206,12150.233
15296,6632.4517
10117,5347.306
34616,12992.814
20699,6529.3623
105,7344.7515
18963,3663.8394
7313,7330.1436
4411,27339.857
5187,13792.159
12116,13907.714
8986,7541.5996
18423,7304.6504
4138,8678.117
26901,10896.399
35866,149977.9
8454,5396.692
879,7589.534
1609,3876.0625
292,8773.312
10866,5431.6865
2945,6249.5156
30089,2000.0264
21957,6053.545
1011,8740.67
23434,4387.899
35608,1532.1084
362,5877.3477
7732,8716.848
32984,5906.1294
23078,6548.8794
14023,13554.74
3430,5721.0913
6587,6885.0137
19504,9256.873
13176,11004.597
4678,7852.126
13209,12260.611
23419,1592.4885
20015,7945.4375
35675,10085.468
18826,8380.272
11414,11387.54
13234,12630.971
1579,8580.668
28377,16414.166
23225,1522.2234
25438,3585.3457
15504,10308.908
960,38351.227
3747,1979.9004
268,121867.52
22058,59418.914
347,10079.265
34487,8847.286
5408,8099.3735
11453,89140.41
30368,2495.458
28522,7351.2056
35778,13490.034
22068,9140.378
12077,1501.1332
15889,1251.8071
32582,27380.043
3060,54846.61
5520,11434.863
700,7581.103
4665,8598.382
396,12217.782
10422,13283.627
11928,5188.947
5376,1846.9081
22620,9669.497
4728,188073.66
500,106710.4
508,13968.816
751,10937.551
33136,8992.25
22687,92988.12
20221,57541.3
571,10118.675
13197,38771.53
29514,3763.2742
14149,15997.913
1060,9039.615
18520,8872.519
15481,5057.7837
35240,1645.6929
8657,11906.396
29336,10937.551
1288,4964.753
10787,11119.249
20192,6354.5303
24893,15592.38
29330,164340.08
21192,2974.4368
1617,7524.0234
713,9752.014
16317,31986.455
15939,3150.597
26578,9401.033
28323,25127.115
27355,12857.605
7909,12667.782
15615,9140.378
8924,4374.0293
15638,9140.378
8859,1635.2267
27449,11850.796
6505,4680.4487
15225,21995.53
24330,9273.575
16858,1941.8064
67,17918.584
9219,13713.078
31822,2629.074
34239,13524.632
23093,2969.3796
23430,18284.264
35091,12252.489
31777,977.5915
14236,15913.92
35656,6245.7446
328,107507.17
4771,8031.087
33772,7642.334
2316,1458.366
26394,14343.823
28489,10932.41
30306,3000.2937
23827,66768.336
18482,68573.01
9829,9890.006
11862,11916.854
21951,4825.4565
13389,1634.498
7102,17119.61
10651,2188.2312
35949,2303.9797
5756,5705.0166
11697,6080.589
34325,5193.769
18728,5288.024
2076,54725.715
35915,2231.1199
28854,11440.344
30360,8834.883
6105,18267.734
34358,8872.519
667,8811.32
2822,16012.66
24882,18214.094
3041,9381.27
11349,3468.0461
5068,50364.7
15331,34283.383
5188,12905.676
11898,9381.27
18121,36574.117
15578,7078.2036
695,8364.433
4630,4954.2715
35998,1218.1383
9370,4353.2407
36029,5657.7617
18878,8403.513
18380,8872.519
17640,9459.633
26611,1434.5168
8804,9126.647
35410,8739.93
287,32872.9
27678,1435.2223
24197,1668.012
30767,10961.049
21072,11185.072
35116,7785.2983
32517,3810.8364
29165,11278.797
9430,8872.519
27204,32112.535
14017,188073.66
19555,9721.763
31003,13140.795
12304,9249.359
18337,5818.9385
24901,10468.619
3763,10808.809
3986,7657.9946
16301,11749.629
8052,10055.482
6419,6351.594
15606,14812.082
18162,11772.688
35289,838.0958
31736,21802.795
19517,8146.051
12316,10308.908
23866,2056.2908
4458,1094.3054
452,5248.3467
34337,4965.0034
21725,8921.22
23821,1996.8699
13827,10429.886
19397,14988.088
2136,13926.308
3141,4651.064
20690,7999.0684
23762,8268.409
602,9635.569
19021,7684.5645
330,77700.29
32092,9822.479
30957,8617.857
9186,11428.635
20012,24489.352
10830,4040.4678
26612,2845.0127
30603,61714.65
33957,10096.031
16290,1455.2554
5534,11499.101
17937,10259.846
29109,8977.391
18356,235075.81
1791,6711.741
13802,7631.6772
9129,10937.551
13173,2549.9612
7922,6665.0854
11300,8965.281
34396,7929.869
13745,8659.387
32294,5130.069
23414,10631.898
15436,6433.9697
22494,15694.729
35134,10774.282
20366,1819.0024
3908,3006.4006
16347,5162.192
31889,2223.0437
988,11850.796
33480,7896.3755
403,5288.5654
16774,2947.6628
18621,1297.4594
22173,13394.712
20394,11721.622
14138,17337.604
14455,8393.158
12677,6354.352
35311,7360.4585
1039,4515.4785
29797,7411.4565
590,9792.559
27044,89150.45
26518,1670.773
18624,13330.555
4373,1608.8976
9775,17130.508
24424,54854.785
431,75227.84
12972,3601.6428
27570,9581.347
26359,12002.504
4722,12743.071
15010,1937.2999
10698,18268.062
21524,9381.27
23754,2067.3076
2898,1206.0358
22274,8628.167
24142,6080.589
31271,14978.934
34992,6199.0283
